,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
CELF1,0.000121894257216855,-0.330794688767293,0.362,0.381,1,Treg,CELF1
ACAP2,0.000131634341583534,-0.382239854747198,0.451,0.457,1,Treg,ACAP2
TRAPPC1,0.000152979103187976,-0.301881377138336,0.49,0.511,1,Treg,TRAPPC1
TRIM38,0.000162679097105003,-0.267410383833704,0.266,0.292,1,Treg,TRIM38
GNAI2,0.000179199460325526,-0.276530667082486,0.539,0.534,1,Treg,GNAI2
JMJD1C,0.000193011828586289,-0.378950937565286,0.488,0.493,1,Treg,JMJD1C
BLOC1S2,0.000219822783206293,-0.29328280474369,0.246,0.27,1,Treg,BLOC1S2
RABGAP1L,0.000228606073118551,-0.399625014607175,0.506,0.512,1,Treg,RABGAP1L
MAP3K2,0.000229605432204409,-0.320492734034927,0.297,0.32,1,Treg,MAP3K2
RAB11FIP1,0.000237620561151049,-0.578938988226149,0.275,0.29,1,Treg,RAB11FIP1
ARF5,0.000257689806089397,-0.266564504643384,0.329,0.35,1,Treg,ARF5
TMED9,0.000291659225170833,-0.26753175984017,0.291,0.313,1,Treg,TMED9
STIM1,0.00038180475424091,-0.310208253440847,0.286,0.307,1,Treg,STIM1
AP3B1,0.000443388649621918,-0.325031141797576,0.323,0.341,1,Treg,AP3B1
UBR2,0.000502637739759932,-0.31913794415284,0.288,0.309,1,Treg,UBR2
MAPRE2,0.000547707801499056,-0.365506344880335,0.259,0.279,1,Treg,MAPRE2
RPS19BP1,0.000611121425354202,-0.257417821365482,0.33,0.354,1,Treg,RPS19BP1
SPCS3,0.000630654407121508,-0.265552031493388,0.323,0.346,1,Treg,SPCS3
POU2F2,0.000693912041777911,-0.470074658054528,0.28,0.289,1,Treg,POU2F2
AHNAK,0.000714920197904867,-0.333070248292698,0.546,0.526,1,Treg,AHNAK
TMEM50A,0.000837734407040604,-0.310029692725549,0.481,0.495,1,Treg,TMEM50A
PTEN,0.000895695228095162,-0.443949909202435,0.383,0.392,1,Treg,PTEN
GPX4,0.000909583147136372,-0.461111268417704,0.54,0.54,1,Treg,GPX4
USP25,0.00107398916795938,-0.336339719617139,0.27,0.289,1,Treg,USP25
PIK3CD,0.00114350021779167,-0.252527781452651,0.267,0.289,1,Treg,PIK3CD
GIT2,0.00119555966730361,-0.259673477005558,0.251,0.272,1,Treg,GIT2
SENP6,0.00123243522207808,-0.291099194782725,0.344,0.36,1,Treg,SENP6
TSPO,0.00135449078773754,-0.52276169434546,0.612,0.568,1,Treg,TSPO
HIPK1,0.00155119848814622,-0.299847800810343,0.257,0.277,1,Treg,HIPK1
CD46,0.00158626340588414,-0.290543360061052,0.317,0.337,1,Treg,CD46
ZDHHC20,0.0016499481826461,-0.287068452907245,0.262,0.282,1,Treg,ZDHHC20
UBAC2,0.00171376258205829,-0.302157672997072,0.369,0.383,1,Treg,UBAC2
ARF1,0.00250562810899843,-0.370815608595961,0.554,0.553,1,Treg,ARF1
PRDX6,0.0027210836809282,-0.520405923725573,0.398,0.417,1,Treg,PRDX6
TRIP12,0.00273736215530231,-0.342642268459648,0.301,0.313,1,Treg,TRIP12
JUN,0.00470741235952729,-0.252989273062167,0.647,0.601,1,Treg,JUN
GRAP2,0.00519262745494859,-0.756249483890639,0.256,0.263,1,Treg,GRAP2
CDK17,0.00696268741515674,-0.344816171842747,0.249,0.264,1,Treg,CDK17
ZCCHC7,0.00723842910231923,-0.285405198911308,0.412,0.376,1,Treg,ZCCHC7
ZFAND6,0.00825687619595566,-0.273218640224163,0.377,0.39,1,Treg,ZFAND6
NDUFAF3,0.00852584748016433,-0.413970000813845,0.232,0.25,1,Treg,NDUFAF3
ALOX5AP,0.00907329915008869,-0.253956877622913,0.351,0.363,1,Treg,ALOX5AP
IL7R,0,2.41545504424014,0.923,0.219,0,CD4+ T cell,IL7R
LEF1.1,0,2.78434319597147,0.69,0.109,0,CD4+ T cell,LEF1
TCF7.1,0,2.38508098363409,0.712,0.159,0,CD4+ T cell,TCF7
CAMK4.1,0,2.6201471068314,0.68,0.129,0,CD4+ T cell,CAMK4
LTB.1,0,1.84838177549196,0.95,0.406,0,CD4+ T cell,LTB
ZEB2.1,0,-5.16821301443145,0.052,0.587,0,CD4+ T cell,ZEB2
TRAC.1,0,1.50361831564216,0.865,0.332,0,CD4+ T cell,TRAC
INPP4B.1,0,2.92604336892802,0.657,0.128,0,CD4+ T cell,INPP4B
CD3D.1,0,0.865851524134844,0.869,0.341,0,CD4+ T cell,CD3D
MAL.1,0,3.49599570746488,0.564,0.051,0,CD4+ T cell,MAL
PLEK.1,0,-4.85954872052192,0.041,0.547,0,CD4+ T cell,PLEK
HLA-DRB1.1,0,-4.26837238444901,0.118,0.617,0,CD4+ T cell,HLA-DRB1
CD3G.1,0,1.07416046047803,0.769,0.277,0,CD4+ T cell,CD3G
RCAN3.1,0,2.4209849407938,0.612,0.123,0,CD4+ T cell,RCAN3
CD3E.1,0,0.944937877711198,0.872,0.39,0,CD4+ T cell,CD3E
TYROBP.1,0,-5.66465288947468,0.083,0.552,0,CD4+ T cell,TYROBP
BCL11B.1,0,1.69486202328962,0.715,0.259,0,CD4+ T cell,BCL11B
TSHZ2,0,3.84993988296407,0.49,0.034,0,CD4+ T cell,TSHZ2
TRAT1.1,0,2.79339210396074,0.515,0.073,0,CD4+ T cell,TRAT1
LDHB.1,0,1.81422922788501,0.905,0.469,0,CD4+ T cell,LDHB
SERINC5.1,0,2.15673137681462,0.605,0.18,0,CD4+ T cell,SERINC5
NOSIP,0,1.80000782497552,0.706,0.281,0,CD4+ T cell,NOSIP
NKG7.1,0,-5.63079153895896,0.181,0.596,0,CD4+ T cell,NKG7
EFHD2.1,0,-3.41410054427534,0.132,0.545,0,CD4+ T cell,EFHD2
HLA-DRA.1,0,-4.81922866527238,0.149,0.558,0,CD4+ T cell,HLA-DRA
HLA-DPA1.1,0,-3.44364944977888,0.185,0.594,0,CD4+ T cell,HLA-DPA1
PIK3IP1.1,0,1.45631134492864,0.671,0.266,0,CD4+ T cell,PIK3IP1
PRKCA.1,0,2.23892888239422,0.572,0.168,0,CD4+ T cell,PRKCA
HLA-DPB1.1,0,-3.20455940528117,0.254,0.657,0,CD4+ T cell,HLA-DPB1
CD27.1,0,1.90853573702529,0.528,0.126,0,CD4+ T cell,CD27
LYN.1,0,-5.24515994494476,0.028,0.424,0,CD4+ T cell,LYN
ANK3,0,2.49669756929088,0.496,0.109,0,CD4+ T cell,ANK3
OXNAD1.1,0,1.77703873857197,0.548,0.169,0,CD4+ T cell,OXNAD1
CCL5.1,0,-4.03225973822958,0.199,0.576,0,CD4+ T cell,CCL5
CCR7.1,0,2.26686961664695,0.454,0.087,0,CD4+ T cell,CCR7
CST7.1,0,-4.54982380425386,0.108,0.472,0,CD4+ T cell,CST7
LEPROTL1.1,0,1.2297952890572,0.711,0.348,0,CD4+ T cell,LEPROTL1
AQP3.1,0,2.90243505060987,0.421,0.059,0,CD4+ T cell,AQP3
KLRD1.1,0,-5.6824620435074,0.03,0.392,0,CD4+ T cell,KLRD1
FCER1G.1,0,-5.17622180653881,0.062,0.422,0,CD4+ T cell,FCER1G
IL6ST.1,0,1.8992395054077,0.575,0.215,0,CD4+ T cell,IL6ST
GZMH.1,0,-5.59701760003271,0.051,0.409,0,CD4+ T cell,GZMH
GZMA.1,0,-3.73472354064514,0.119,0.476,0,CD4+ T cell,GZMA
FGR.1,0,-4.92975554223538,0.022,0.376,0,CD4+ T cell,FGR
MYO1F.1,0,-2.35371988376809,0.213,0.564,0,CD4+ T cell,MYO1F
RHOH.1,0,1.26226809803656,0.664,0.317,0,CD4+ T cell,RHOH
AOAH.1,0,-4.15666648310864,0.06,0.407,0,CD4+ T cell,AOAH
GZMB.1,0,-5.68130618406029,0.057,0.403,0,CD4+ T cell,GZMB
GNLY.1,0,-5.5823676788863,0.158,0.504,0,CD4+ T cell,GNLY
TRABD2A,0,2.75419506608722,0.404,0.06,0,CD4+ T cell,TRABD2A
FGFBP2.1,0,-6.04838132185891,0.041,0.385,0,CD4+ T cell,FGFBP2
ETS1.1,0,0.928264024973342,0.745,0.401,0,CD4+ T cell,ETS1
ITK.1,0,1.37686852384407,0.554,0.213,0,CD4+ T cell,ITK
FCGR3A.1,0,-5.67763678897624,0.027,0.366,0,CD4+ T cell,FCGR3A
GPR183.1,0,1.82147523686017,0.456,0.121,0,CD4+ T cell,GPR183
PRF1.1,0,-4.68398416779925,0.084,0.416,0,CD4+ T cell,PRF1
TC2N,0,1.10083095290958,0.574,0.243,0,CD4+ T cell,TC2N
BCL2.1,0,1.40715362044174,0.564,0.235,0,CD4+ T cell,BCL2
LINC00861.1,0,0.850842796223128,0.622,0.296,0,CD4+ T cell,LINC00861
CD2.1,0,0.370181774049344,0.71,0.386,0,CD4+ T cell,CD2
TMEM123.1,0,0.915131397905175,0.735,0.412,0,CD4+ T cell,TMEM123
TRBC2.1,0,1.03385945755202,0.79,0.468,0,CD4+ T cell,TRBC2
LGALS1.1,0,-2.46096317606698,0.256,0.577,0,CD4+ T cell,LGALS1
CDC14A.1,0,1.80448999127872,0.531,0.213,0,CD4+ T cell,CDC14A
TESPA1.1,0,2.22025602338039,0.396,0.078,0,CD4+ T cell,TESPA1
CD6.1,0,1.33582322642602,0.486,0.171,0,CD4+ T cell,CD6
PDE3B.1,0,1.46748553558695,0.546,0.233,0,CD4+ T cell,PDE3B
MGAT4A,0,1.01509273550317,0.617,0.306,0,CD4+ T cell,MGAT4A
FLT3LG.1,0,1.85461514191423,0.426,0.117,0,CD4+ T cell,FLT3LG
CD28.1,0,2.67886675522492,0.352,0.049,0,CD4+ T cell,CD28
CCL4.1,0,-5.2887076842803,0.027,0.329,0,CD4+ T cell,CCL4
LCK.1,0,0.458685210209989,0.701,0.399,0,CD4+ T cell,LCK
NDFIP1.1,0,1.13846543173737,0.719,0.418,0,CD4+ T cell,NDFIP1
SPOCK2.1,0,0.826244118418822,0.554,0.254,0,CD4+ T cell,SPOCK2
C12orf57.1,0,0.802556767279363,0.775,0.475,0,CD4+ T cell,C12orf57
THEMIS,0,1.03969938087854,0.453,0.157,0,CD4+ T cell,THEMIS
CD74.1,0,-3.38388033255273,0.443,0.739,0,CD4+ T cell,CD74
MCUB.1,0,1.01153935801023,0.647,0.353,0,CD4+ T cell,MCUB
MEF2C.1,0,-5.73616762138907,0.012,0.305,0,CD4+ T cell,MEF2C
SKAP2.1,0,-3.81233531419134,0.042,0.334,0,CD4+ T cell,SKAP2
MLLT3.1,0,1.61056653732372,0.451,0.16,0,CD4+ T cell,MLLT3
DGKA.1,0,1.80022769743254,0.406,0.115,0,CD4+ T cell,DGKA
GIMAP7.1,0,0.865897636532709,0.799,0.51,0,CD4+ T cell,GIMAP7
ABLIM1.1,0,1.50817297385729,0.427,0.138,0,CD4+ T cell,ABLIM1
SNHG8.1,0,0.943090450197827,0.668,0.384,0,CD4+ T cell,SNHG8
CST3.1,0,-5.33760795974076,0.069,0.352,0,CD4+ T cell,CST3
PAG1.1,0,1.1376822525791,0.526,0.244,0,CD4+ T cell,PAG1
CTSW.1,0,-3.48294397883449,0.158,0.44,0,CD4+ T cell,CTSW
PEBP1.1,0,0.849654337808741,0.64,0.358,0,CD4+ T cell,PEBP1
PSIP1.1,0,0.883714412932674,0.619,0.337,0,CD4+ T cell,PSIP1
CD63.1,0,-2.18725698017789,0.3,0.582,0,CD4+ T cell,CD63
PATJ.1,0,1.9829899537872,0.365,0.088,0,CD4+ T cell,PATJ
AAK1.1,0,0.753112189186121,0.738,0.461,0,CD4+ T cell,AAK1
CD40LG,0,3.27723241484094,0.3,0.024,0,CD4+ T cell,CD40LG
ITM2A.1,0,0.995721561242728,0.479,0.206,0,CD4+ T cell,ITM2A
CYLD.1,0,0.977704991060857,0.598,0.326,0,CD4+ T cell,CYLD
CX3CR1,0,-5.55116958033997,0.009,0.28,0,CD4+ T cell,CX3CR1
HOPX.1,0,-3.2433731643909,0.096,0.367,0,CD4+ T cell,HOPX
HLA-DQB1.1,0,-3.88109173898068,0.064,0.332,0,CD4+ T cell,HLA-DQB1
FAM102A.1,0,2.05011595562459,0.343,0.075,0,CD4+ T cell,FAM102A
PPP1R2.1,0,0.847247845351273,0.682,0.415,0,CD4+ T cell,PPP1R2
CTSD.1,0,-2.41978269413706,0.218,0.481,0,CD4+ T cell,CTSD
CYBB,0,-5.51597747488297,0.019,0.282,0,CD4+ T cell,CYBB
PCED1B.1,0,1.10684312264874,0.475,0.213,0,CD4+ T cell,PCED1B
TTC39C.1,0,1.16792361336154,0.525,0.263,0,CD4+ T cell,TTC39C
OCIAD2.1,0,0.938228175875368,0.489,0.228,0,CD4+ T cell,OCIAD2
KLRF1,0,-5.65200255486758,0.017,0.277,0,CD4+ T cell,KLRF1
MAML2,0,1.14177835195701,0.577,0.317,0,CD4+ T cell,MAML2
SKAP1.1,0,0.398914786719686,0.684,0.426,0,CD4+ T cell,SKAP1
LYST.1,0,-2.56721701124002,0.179,0.437,0,CD4+ T cell,LYST
NELL2,0,1.85745835192178,0.329,0.071,0,CD4+ T cell,NELL2
FOXP1.1,0,0.815066823509712,0.838,0.581,0,CD4+ T cell,FOXP1
TNFAIP8,0,0.666906991618251,0.736,0.479,0,CD4+ T cell,TNFAIP8
HIVEP2.1,0,1.47740768666632,0.419,0.163,0,CD4+ T cell,HIVEP2
FGL2,0,-4.56696269237152,0.04,0.296,0,CD4+ T cell,FGL2
MARCH1,0,-4.71728142826153,0.027,0.283,0,CD4+ T cell,MARCH1
SYK,0,-5.60872363117869,0.009,0.263,0,CD4+ T cell,SYK
HLA-DMA.1,0,-3.46177152426103,0.056,0.309,0,CD4+ T cell,HLA-DMA
MNDA,0,-5.34738874518029,0.035,0.287,0,CD4+ T cell,MNDA
PBXIP1.1,0,1.05316178569366,0.453,0.202,0,CD4+ T cell,PBXIP1
FYB1,0,0.535517245812323,0.898,0.648,0,CD4+ T cell,FYB1
EVL.1,0,0.381432816682359,0.808,0.558,0,CD4+ T cell,EVL
VAV3,0,-3.18268395119729,0.052,0.301,0,CD4+ T cell,VAV3
FKBP5,0,0.873973489200801,0.53,0.284,0,CD4+ T cell,FKBP5
RGCC.1,0,1.39510386730527,0.352,0.106,0,CD4+ T cell,RGCC
TPST2.1,0,-2.63032545790042,0.107,0.353,0,CD4+ T cell,TPST2
TRDC,0,-4.70410665926697,0.027,0.272,0,CD4+ T cell,TRDC
PLCL1.1,0,2.20417049089521,0.322,0.077,0,CD4+ T cell,PLCL1
FMN1,0,2.37920775232236,0.32,0.075,0,CD4+ T cell,FMN1
CD96,0,0.722383899037483,0.506,0.262,0,CD4+ T cell,CD96
SH3YL1.1,0,1.73868433570448,0.344,0.1,0,CD4+ T cell,SH3YL1
SELL.1,0,0.57451771707233,0.628,0.385,0,CD4+ T cell,SELL
PIK3AP1,0,-4.7105684308522,0.012,0.255,0,CD4+ T cell,PIK3AP1
MYC,0,1.86302243046263,0.339,0.097,0,CD4+ T cell,MYC
SUSD3.1,0,1.77620577883976,0.316,0.074,0,CD4+ T cell,SUSD3
ACAP1.1,0,0.567700257309706,0.625,0.383,0,CD4+ T cell,ACAP1
PRKCQ-AS1,0,2.21510467171865,0.313,0.072,0,CD4+ T cell,PRKCQ-AS1
PRDX2.1,0,0.704057100576464,0.54,0.3,0,CD4+ T cell,PRDX2
NCK2.1,0,0.765065505143799,0.454,0.214,0,CD4+ T cell,NCK2
FCN1,0,-5.32255839581488,0.043,0.283,0,CD4+ T cell,FCN1
TXK,0,0.899255499217025,0.454,0.215,0,CD4+ T cell,TXK
HLA-DQA1,0,-5.26793730970338,0.019,0.258,0,CD4+ T cell,HLA-DQA1
MZT2A.1,0,0.827535947935061,0.52,0.282,0,CD4+ T cell,MZT2A
PPA1.1,0,0.910637886365818,0.52,0.283,0,CD4+ T cell,PPA1
SLC38A1.1,0,0.554411374296766,0.557,0.32,0,CD4+ T cell,SLC38A1
LYZ.1,0,-5.55995664978474,0.208,0.445,0,CD4+ T cell,LYZ
SPON2,0,-4.38234419876637,0.048,0.285,0,CD4+ T cell,SPON2
GCC2.1,0,0.696356436188951,0.625,0.389,0,CD4+ T cell,GCC2
ZEB1.1,0,1.28061274135461,0.369,0.133,0,CD4+ T cell,ZEB1
PDE7A,0,0.91881858222549,0.519,0.284,0,CD4+ T cell,PDE7A
PTPN12,0,-3.23264100740287,0.058,0.293,0,CD4+ T cell,PTPN12
SARAF.1,0,0.997822218920565,0.943,0.708,0,CD4+ T cell,SARAF
CEBPD,0,-4.82881063004726,0.017,0.251,0,CD4+ T cell,CEBPD
GSTP1.1,0,-1.9837499454445,0.383,0.617,0,CD4+ T cell,GSTP1
LINC01550,0,2.51262295155266,0.279,0.046,0,CD4+ T cell,LINC01550
SOD1.1,0,0.571953560707439,0.762,0.529,0,CD4+ T cell,SOD1
CSGALNACT1.1,0,1.73047983298164,0.313,0.081,0,CD4+ T cell,CSGALNACT1
CD69,0,0.413911257796842,0.641,0.41,0,CD4+ T cell,CD69
RORA.1,0,0.585632093771727,0.565,0.335,0,CD4+ T cell,RORA
SCML4,0,0.936406336043996,0.409,0.18,0,CD4+ T cell,SCML4
SMDT1.1,0,0.609204666193813,0.735,0.506,0,CD4+ T cell,SMDT1
ANXA2,0,-1.61133333668298,0.257,0.484,0,CD4+ T cell,ANXA2
FHIT,0,1.88085935753682,0.326,0.1,0,CD4+ T cell,FHIT
EIF3E.1,0,0.881272022509189,0.9,0.674,0,CD4+ T cell,EIF3E
EPB41.1,0,0.756759214097635,0.664,0.439,0,CD4+ T cell,EPB41
S100A8.1,0,-5.8438509816248,0.155,0.38,0,CD4+ T cell,S100A8
CLIC3,0,-4.65682789542248,0.032,0.257,0,CD4+ T cell,CLIC3
GIMAP1.1,0,0.735222512823434,0.561,0.337,0,CD4+ T cell,GIMAP1
THEM4.1,0,1.68880481504449,0.313,0.089,0,CD4+ T cell,THEM4
SESN3.1,0,1.58098008066975,0.376,0.152,0,CD4+ T cell,SESN3
SVIP,0,0.593736859356493,0.415,0.191,0,CD4+ T cell,SVIP
CLIC1.1,0,-1.5715014316967,0.522,0.744,0,CD4+ T cell,CLIC1
LDLRAP1,0,1.20121975198016,0.32,0.099,0,CD4+ T cell,LDLRAP1
TRAF3IP3.1,0,0.494443632334232,0.783,0.563,0,CD4+ T cell,TRAF3IP3
CTSC.1,0,-1.79347530654259,0.266,0.486,0,CD4+ T cell,CTSC
ID2.1,0,-1.74950059061037,0.298,0.517,0,CD4+ T cell,ID2
TNFRSF25.1,0,2.06100146726592,0.274,0.056,0,CD4+ T cell,TNFRSF25
RAPGEF6.1,0,1.22118355971111,0.458,0.24,0,CD4+ T cell,RAPGEF6
BIRC3.1,0,0.619538562084066,0.427,0.209,0,CD4+ T cell,BIRC3
PSAP.1,0,-2.84490669913212,0.32,0.537,0,CD4+ T cell,PSAP
APLP2.1,0,-2.47105796529479,0.163,0.38,0,CD4+ T cell,APLP2
PTPRE.1,0,-2.6566010112704,0.091,0.308,0,CD4+ T cell,PTPRE
ITGA6,0,2.01806198029228,0.277,0.061,0,CD4+ T cell,ITGA6
VCAN,0,-5.79612531979559,0.035,0.251,0,CD4+ T cell,VCAN
SUPT3H,0,1.15502586365867,0.38,0.164,0,CD4+ T cell,SUPT3H
ZC3HAV1,0,0.61587673538151,0.622,0.406,0,CD4+ T cell,ZC3HAV1
CD300A,0,-3.12726277763873,0.049,0.264,0,CD4+ T cell,CD300A
PVT1.1,0,1.64502274111421,0.315,0.101,0,CD4+ T cell,PVT1
RASGRP1.1,0,0.749330956060406,0.431,0.217,0,CD4+ T cell,RASGRP1
ARHGAP15,0,0.906669013742075,0.776,0.563,0,CD4+ T cell,ARHGAP15
FLNA.1,0,-1.6782187291546,0.316,0.529,0,CD4+ T cell,FLNA
LAT.1,0,0.366974410925951,0.481,0.268,0,CD4+ T cell,LAT
RETREG1,0,2.17846927134508,0.267,0.055,0,CD4+ T cell,RETREG1
MATK,0,-3.62112321205615,0.043,0.254,0,CD4+ T cell,MATK
DDX24.1,0,0.55099491533464,0.679,0.469,0,CD4+ T cell,DDX24
S100A9.1,0,-5.66023568352613,0.291,0.501,0,CD4+ T cell,S100A9
HELB.1,0,1.34527869953414,0.329,0.119,0,CD4+ T cell,HELB
HSPB1.1,0,0.77155718303917,0.415,0.205,0,CD4+ T cell,HSPB1
EML4.1,0,0.74835448246912,0.568,0.359,0,CD4+ T cell,EML4
MZT2B.1,0,0.62163058810847,0.648,0.44,0,CD4+ T cell,MZT2B
SNX10,0,-2.7404263643923,0.072,0.28,0,CD4+ T cell,SNX10
TYMP.1,0,-3.42295549843373,0.123,0.331,0,CD4+ T cell,TYMP
TOMM20.1,0,0.560203090624576,0.704,0.496,0,CD4+ T cell,TOMM20
PRKCQ.1,0,0.855044803777242,0.388,0.181,0,CD4+ T cell,PRKCQ
ARHGAP26.1,0,-2.58914150354691,0.159,0.366,0,CD4+ T cell,ARHGAP26
KLF12.1,0,0.724373178940984,0.497,0.291,0,CD4+ T cell,KLF12
PCED1B-AS1.1,0,1.13632844765796,0.395,0.189,0,CD4+ T cell,PCED1B-AS1
TNFRSF1B,0,-2.04244025188785,0.169,0.375,0,CD4+ T cell,TNFRSF1B
NR3C2,0,1.66760647938682,0.29,0.084,0,CD4+ T cell,NR3C2
PRKCH,0,0.255424101493646,0.59,0.384,0,CD4+ T cell,PRKCH
CMC1.1,0,-2.72922147842424,0.188,0.393,0,CD4+ T cell,CMC1
C12orf75.1,0,-2.25729954088211,0.173,0.378,0,CD4+ T cell,C12orf75
GRN,0,-3.42495530499777,0.067,0.272,0,CD4+ T cell,GRN
RNF130.1,0,-2.69532065236776,0.1,0.304,0,CD4+ T cell,RNF130
FAM107B.1,0,0.516049925970588,0.669,0.466,0,CD4+ T cell,FAM107B
DOCK10,0,1.0860632471164,0.563,0.36,0,CD4+ T cell,DOCK10
RHOC,0,-3.04122964045289,0.067,0.269,0,CD4+ T cell,RHOC
CENPK.1,0,1.37502191769831,0.304,0.103,0,CD4+ T cell,CENPK
AP3M2,0,2.08696039533218,0.258,0.057,0,CD4+ T cell,AP3M2
ANP32B.1,0,0.479067507513993,0.744,0.543,0,CD4+ T cell,ANP32B
HMGN1,0,0.296097916190922,0.721,0.52,0,CD4+ T cell,HMGN1
PECAM1,0,-2.75866293887753,0.066,0.266,0,CD4+ T cell,PECAM1
APMAP.1,0,-2.32784799208611,0.13,0.33,0,CD4+ T cell,APMAP
GAS5.1,0,1.49368559634243,0.451,0.251,0,CD4+ T cell,GAS5
AGTRAP.1,0,-2.36485651862388,0.094,0.294,0,CD4+ T cell,AGTRAP
SPTBN1.1,0,1.05781737432852,0.369,0.171,0,CD4+ T cell,SPTBN1
AC079793.1.1,0,1.1314327125179,0.429,0.231,0,CD4+ T cell,AC079793.1
DOCK9,0,1.65603545205285,0.282,0.084,0,CD4+ T cell,DOCK9
RGS2.1,0,-3.04182689836702,0.106,0.303,0,CD4+ T cell,RGS2
STX7.1,0,-2.27229865931934,0.116,0.313,0,CD4+ T cell,STX7
MDFIC.1,0,1.0783598428713,0.415,0.218,0,CD4+ T cell,MDFIC
NSA2,0,0.561321173063811,0.686,0.49,0,CD4+ T cell,NSA2
NOP53.1,0,0.708932585995783,0.902,0.706,0,CD4+ T cell,NOP53
LGALS3,0,-2.44478444783371,0.079,0.275,0,CD4+ T cell,LGALS3
ANKRD12.1,0,0.538832075256654,0.784,0.589,0,CD4+ T cell,ANKRD12
BEX2,0,1.69935310893248,0.267,0.072,0,CD4+ T cell,BEX2
EIF4B.1,0,0.507280270502217,0.747,0.552,0,CD4+ T cell,EIF4B
TNIK.1,0,0.576230426638546,0.428,0.234,0,CD4+ T cell,TNIK
ASAH1.1,0,-2.16679348801629,0.187,0.38,0,CD4+ T cell,ASAH1
PYCARD.1,0,-1.96085611028065,0.217,0.41,0,CD4+ T cell,PYCARD
NSD3.1,0,0.492968359942592,0.597,0.404,0,CD4+ T cell,NSD3
EEF1G,0,0.974702806451754,0.75,0.557,0,CD4+ T cell,EEF1G
TUT4,0,0.595118990418591,0.503,0.311,0,CD4+ T cell,TUT4
TMEM204,0,1.64906247155465,0.261,0.069,0,CD4+ T cell,TMEM204
SATB1,0,1.11853208540202,0.35,0.158,0,CD4+ T cell,SATB1
CD7,0,-0.324534832950705,0.564,0.373,0,CD4+ T cell,CD7
ADD3.1,0,0.371483304994342,0.668,0.478,0,CD4+ T cell,ADD3
SF1.1,0,0.469464543061943,0.759,0.57,0,CD4+ T cell,SF1
MTSS1,0,-2.91645942987857,0.078,0.267,0,CD4+ T cell,MTSS1
CD5,0,1.63558753333512,0.257,0.068,0,CD4+ T cell,CD5
VASP.1,0,-1.61999886627974,0.258,0.447,0,CD4+ T cell,VASP
TTC3,0,0.615117251722727,0.536,0.348,0,CD4+ T cell,TTC3
JAZF1.1,0,-2.03958800236382,0.144,0.332,0,CD4+ T cell,JAZF1
RIN3.1,0,-2.00893192059674,0.132,0.32,0,CD4+ T cell,RIN3
HIST1H1D,0,0.713628197965971,0.42,0.232,0,CD4+ T cell,HIST1H1D
APOBEC3G.1,0,-2.00250655182224,0.163,0.351,0,CD4+ T cell,APOBEC3G
ACTN4,0,-1.74673811067432,0.143,0.33,0,CD4+ T cell,ACTN4
CCDC66.1,0,0.730118009816453,0.424,0.237,0,CD4+ T cell,CCDC66
CTSZ,0,-2.83498675130285,0.069,0.256,0,CD4+ T cell,CTSZ
NAP1L4.1,0,0.531334486355937,0.525,0.34,0,CD4+ T cell,NAP1L4
CORO1B.1,0,1.05579354016024,0.375,0.19,0,CD4+ T cell,CORO1B
GSTK1.1,0,0.529337452998411,0.678,0.494,0,CD4+ T cell,GSTK1
RSL1D1,0,0.588956033171951,0.548,0.364,0,CD4+ T cell,RSL1D1
LIME1.1,0,1.08102334194708,0.308,0.124,0,CD4+ T cell,LIME1
ZFAS1,0,0.332395042049139,0.832,0.648,0,CD4+ T cell,ZFAS1
TSTD1.1,0,0.364955641341868,0.496,0.313,0,CD4+ T cell,TSTD1
EIF3H.1,0,0.430185725477359,0.825,0.642,0,CD4+ T cell,EIF3H
LST1.1,0,-3.69095740797296,0.148,0.33,0,CD4+ T cell,LST1
LBH.1,0,0.303798574674899,0.521,0.339,0,CD4+ T cell,LBH
SNRPN.1,0,0.342019566331745,0.47,0.288,0,CD4+ T cell,SNRPN
GYPC.1,0,0.425295211900282,0.562,0.381,0,CD4+ T cell,GYPC
HINT1.1,0,0.787101923216728,0.923,0.742,0,CD4+ T cell,HINT1
SFXN1.1,0,1.06790284360153,0.309,0.128,0,CD4+ T cell,SFXN1
STMN3,0,1.51035360601947,0.262,0.081,0,CD4+ T cell,STMN3
ST13,0,0.509237085618173,0.61,0.429,0,CD4+ T cell,ST13
RAB27A.1,0,-1.71184092085659,0.17,0.351,0,CD4+ T cell,RAB27A
UXT,0,0.432333942964512,0.707,0.527,0,CD4+ T cell,UXT
NOP58.1,0,0.746252476328556,0.436,0.257,0,CD4+ T cell,NOP58
TNRC6C,0,0.813158403103903,0.375,0.196,0,CD4+ T cell,TNRC6C
IKZF1,0,0.320430297881243,0.763,0.585,0,CD4+ T cell,IKZF1
TMEM243,0,0.543173450546526,0.471,0.293,0,CD4+ T cell,TMEM243
IFITM3,0,-3.25226690502462,0.084,0.262,0,CD4+ T cell,IFITM3
NPM1.1,0,0.947492511556476,0.947,0.769,0,CD4+ T cell,NPM1
ARID5B.1,0,0.397254777234815,0.467,0.29,0,CD4+ T cell,ARID5B
CTSS.1,0,-3.20557382892124,0.437,0.614,0,CD4+ T cell,CTSS
THOC3,0,1.65652547785332,0.256,0.079,0,CD4+ T cell,THOC3
TRADD,0,1.05194973862582,0.361,0.184,0,CD4+ T cell,TRADD
