,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
SNHG14,7.53148001862515e-296,0.963175327805082,0.255,0.159,2.59459486641636e-291,CD4+ naive T cell,SNHG14
HCLS1.1,2.13931149211324e-295,-0.45390272938313,0.453,0.563,7.36992809033009e-291,CD4+ naive T cell,HCLS1
RFX3.1,3.26925760756781e-294,0.815724912166164,0.353,0.246,1.12625924580711e-289,CD4+ naive T cell,RFX3
GNAI2.1,5.82149944058848e-294,-0.521318159830013,0.43,0.537,2.00550655728273e-289,CD4+ naive T cell,GNAI2
RER1.1,1.05738299134605e-293,-0.701001969834345,0.224,0.335,3.64268440518715e-289,CD4+ naive T cell,RER1
CYCS,1.11767712052435e-293,-0.533314895938123,0.366,0.482,3.85039768020638e-289,CD4+ naive T cell,CYCS
TIMP1.1,3.55029767951152e-293,-0.861491024157958,0.19,0.296,1.22307755059172e-288,CD4+ naive T cell,TIMP1
PRDX5.1,8.10624556374325e-293,-0.599056966545906,0.318,0.431,2.79260159670955e-288,CD4+ naive T cell,PRDX5
C19orf70.1,9.59371124763652e-293,-0.882418337833862,0.151,0.255,3.30503352481078e-288,CD4+ naive T cell,C19orf70
COTL1.1,3.96194337541397e-292,-0.58629363924919,0.432,0.53,1.36488949283011e-287,CD4+ naive T cell,COTL1
NCOA3.1,1.311237378473e-291,0.768622931713679,0.409,0.303,4.5172127688395e-287,CD4+ naive T cell,NCOA3
ADRM1.1,1.51598989290433e-291,-0.826233108884909,0.168,0.273,5.22258518105542e-287,CD4+ naive T cell,ADRM1
TRADD,2.13640492620492e-291,-0.670778481740919,0.227,0.34,7.35991497077594e-287,CD4+ naive T cell,TRADD
LRRFIP1.1,6.03265223821916e-291,-0.375203949350604,0.544,0.65,2.0782486960665e-286,CD4+ naive T cell,LRRFIP1
HNRNPF,1.67757018502054e-290,-0.428130964757292,0.489,0.599,5.77922928739578e-286,CD4+ naive T cell,HNRNPF
CDC37.1,1.70515280869965e-290,-0.570983224232628,0.323,0.438,5.87425142597031e-286,CD4+ naive T cell,CDC37
TAB2.1,1.22996748737399e-285,0.836482098617316,0.371,0.27,4.23723799400339e-281,CD4+ naive T cell,TAB2
MEAF6.1,5.10523536181443e-285,-0.599051838121648,0.28,0.394,1.75875358214507e-280,CD4+ naive T cell,MEAF6
SAP18.1,1.07598780386962e-282,-0.358184763475078,0.59,0.692,3.70677798433085e-278,CD4+ naive T cell,SAP18
BEX2,1.43545963718708e-282,0.786351884577418,0.274,0.177,4.94515845010949e-278,CD4+ naive T cell,BEX2
ATP6V1F.1,3.67939933473501e-282,-0.557652973936577,0.338,0.452,1.26755307081621e-277,CD4+ naive T cell,ATP6V1F
PIN1.1,8.11708123346088e-282,-0.757345685619283,0.202,0.308,2.79633448492727e-277,CD4+ naive T cell,PIN1
SMAP2.1,9.15581449589453e-282,0.556813321030845,0.572,0.471,3.15417809383567e-277,CD4+ naive T cell,SMAP2
PARP1.1,2.33629537128959e-281,-0.646039198471466,0.232,0.343,8.04853755409265e-277,CD4+ naive T cell,PARP1
CCDC85B.1,2.79280520674173e-281,-0.487207443427365,0.404,0.517,9.62121393722526e-277,CD4+ naive T cell,CCDC85B
ARPC5.1,2.02136982828206e-280,-0.403670872094957,0.553,0.658,6.96361905843169e-276,CD4+ naive T cell,ARPC5
LAMTOR2.1,3.67587793516387e-280,-0.794804900408703,0.181,0.285,1.26633994866395e-275,CD4+ naive T cell,LAMTOR2
CHMP2A.1,1.26364357198015e-277,-0.654800064445457,0.253,0.362,4.35325210547162e-273,CD4+ naive T cell,CHMP2A
TNFAIP3,1.2976759930323e-276,-0.769004851292832,0.319,0.426,4.47049379599629e-272,CD4+ naive T cell,TNFAIP3
AMBRA1.1,9.64071726478101e-276,0.705862140796542,0.324,0.22,3.32122709771706e-271,CD4+ naive T cell,AMBRA1
FTX.1,1.01287166753881e-274,0.646438315169787,0.525,0.42,3.48934289467119e-270,CD4+ naive T cell,FTX
ATP5IF1,2.62271500274511e-274,-0.410343788100716,0.545,0.644,9.03525318445689e-270,CD4+ naive T cell,ATP5IF1
PSMC5.1,2.82193302975127e-273,-0.539542183197047,0.336,0.447,9.72155928749313e-269,CD4+ naive T cell,PSMC5
RAP2B.1,4.07724461873213e-273,-0.808894077802877,0.173,0.274,1.40461077115322e-268,CD4+ naive T cell,RAP2B
ATP5MPL.1,7.39584318626796e-271,-0.414167372051885,0.526,0.631,2.54786797766931e-266,CD4+ naive T cell,ATP5MPL
ARRB2.1,7.81472890760236e-271,-0.668146216807191,0.231,0.338,2.69217410866901e-266,CD4+ naive T cell,ARRB2
TLK1.1,4.06714995525941e-269,0.649441606192175,0.476,0.374,1.40113315958687e-264,CD4+ naive T cell,TLK1
EIF6.1,2.21139997673695e-268,-0.852411457853983,0.156,0.254,7.61827291985879e-264,CD4+ naive T cell,EIF6
ATP9B.1,4.5213285465161e-268,0.754480832255862,0.359,0.258,1.5575976842748e-263,CD4+ naive T cell,ATP9B
TCF25.1,6.45556997075599e-268,-0.474702646690112,0.416,0.524,2.22394385492544e-263,CD4+ naive T cell,TCF25
SSNA1.1,2.84512638184287e-267,-0.654137203551564,0.241,0.348,9.80146038544869e-263,CD4+ naive T cell,SSNA1
SSR3.1,5.72551317251894e-267,-0.631211316067594,0.224,0.333,1.97243928793277e-262,CD4+ naive T cell,SSR3
BRD2.1,9.27402662179127e-267,-0.624831497552715,0.256,0.363,3.19490217120709e-262,CD4+ naive T cell,BRD2
PABPC1.1,2.61035554058774e-266,0.259792316269318,0.912,0.901,8.99267483732477e-262,CD4+ naive T cell,PABPC1
CITED2.1,1.75339864911444e-264,-0.79093951469392,0.241,0.346,6.04045834619925e-260,CD4+ naive T cell,CITED2
SUPT4H1.1,9.26787732313853e-264,-0.727389377506786,0.214,0.317,3.19278373782122e-259,CD4+ naive T cell,SUPT4H1
ZNHIT1.1,3.12699876414577e-263,-0.647653358866571,0.244,0.35,1.07725107424822e-258,CD4+ naive T cell,ZNHIT1
PSAP.1,3.40813090487599e-263,-0.60203557989492,0.283,0.391,1.17410109672978e-258,CD4+ naive T cell,PSAP
PSMB10.1,4.91329487901727e-263,-0.580053312608469,0.309,0.417,1.69263008582145e-258,CD4+ naive T cell,PSMB10
GABARAPL2,1.02485646983706e-262,-0.473046071266035,0.404,0.511,3.53063053858866e-258,CD4+ naive T cell,GABARAPL2
GNB2.1,7.59354861257254e-262,-0.700758373435125,0.215,0.319,2.61597749703124e-257,CD4+ naive T cell,GNB2
CCNDBP1.1,9.38480337302759e-262,-0.595227257901809,0.256,0.364,3.23306476200801e-257,CD4+ naive T cell,CCNDBP1
RAC1.1,2.00639417761579e-261,-0.497012205458757,0.38,0.488,6.9120279418864e-257,CD4+ naive T cell,RAC1
MCRIP1.1,2.22848568006916e-261,-0.816018018369625,0.164,0.261,7.67713316783825e-257,CD4+ naive T cell,MCRIP1
STK17B.1,3.11987181856291e-261,0.416039822742332,0.733,0.663,1.07479584149492e-256,CD4+ naive T cell,STK17B
BST2.1,1.48994781143511e-260,-0.519422483254008,0.306,0.418,5.13287021039395e-256,CD4+ naive T cell,BST2
NCK2.1,2.60786861013935e-260,0.678097321227798,0.462,0.363,8.98410736193006e-256,CD4+ naive T cell,NCK2
RASAL3.1,3.51619646969623e-260,-0.673839255421125,0.239,0.342,1.21132968381035e-255,CD4+ naive T cell,RASAL3
CCDC12.1,1.13528446419884e-259,-0.59504179794164,0.259,0.367,3.91105497916501e-255,CD4+ naive T cell,CCDC12
SUSD3,4.06579761243263e-258,0.724731160098935,0.295,0.2,1.40066727748304e-253,CD4+ naive T cell,SUSD3
AURKAIP1.1,2.98675143074278e-257,-0.564148729713674,0.302,0.409,1.02893586789089e-252,CD4+ naive T cell,AURKAIP1
MBP.1,3.76315198187337e-257,-0.41344131444356,0.499,0.601,1.29640585775538e-252,CD4+ naive T cell,MBP
ATP5F1D.1,6.04735734725649e-257,-0.364546326015488,0.56,0.662,2.08331460612986e-252,CD4+ naive T cell,ATP5F1D
ARHGAP26.1,3.53489936483338e-256,-0.87033551938727,0.178,0.275,1.2177728311851e-251,CD4+ naive T cell,ARHGAP26
HIST1H1D,6.73824999032124e-256,0.6617338930033,0.44,0.332,2.32132712166567e-251,CD4+ naive T cell,HIST1H1D
PSMB1.1,1.03724185829022e-255,-0.388526371306634,0.514,0.615,3.57329820180982e-251,CD4+ naive T cell,PSMB1
VPS28.1,1.06716067802236e-255,-0.494911635333249,0.374,0.481,3.67636853578702e-251,CD4+ naive T cell,VPS28
PPP1R2.1,1.41455924888143e-255,0.437327493333097,0.663,0.581,4.87315661239654e-251,CD4+ naive T cell,PPP1R2
STAG1.1,9.37157842128024e-255,0.591145664959894,0.487,0.386,3.22850876613104e-250,CD4+ naive T cell,STAG1
RBX1.1,1.56528511764282e-253,-0.436924368776689,0.422,0.528,5.39240723027953e-249,CD4+ naive T cell,RBX1
CSK.1,1.67965786709232e-252,-0.595162935274442,0.277,0.381,5.78642135213304e-248,CD4+ naive T cell,CSK
AKT3.1,1.00822612374649e-251,0.619950124107313,0.426,0.322,3.47333899630667e-247,CD4+ naive T cell,AKT3
ITPKB,3.67515848458422e-251,0.850271614011018,0.307,0.214,1.26609209793927e-246,CD4+ naive T cell,ITPKB
CLDND1.1,6.07303185548833e-251,-0.689124035477508,0.196,0.297,2.09215947421573e-246,CD4+ naive T cell,CLDND1
PIK3CD.1,1.3307508768015e-250,0.761611174037708,0.377,0.281,4.58443677058118e-246,CD4+ naive T cell,PIK3CD
ROMO1.1,1.75101010358973e-250,-0.688425688712595,0.22,0.321,6.03222980686661e-246,CD4+ naive T cell,ROMO1
ASXL1.1,2.96834628009445e-250,0.711602287099103,0.41,0.316,1.02259529349254e-245,CD4+ naive T cell,ASXL1
TUBA1A,2.23978531493509e-249,-0.492085583136535,0.43,0.533,7.71606040995138e-245,CD4+ naive T cell,TUBA1A
FOXN3.1,2.21302250197863e-248,0.515717028636459,0.594,0.496,7.62386251931639e-244,CD4+ naive T cell,FOXN3
AP2S1.1,3.23182120495411e-248,-0.631580458004099,0.249,0.352,1.11336240510669e-243,CD4+ naive T cell,AP2S1
CDC25B.1,3.82868947705971e-248,-0.710674991135199,0.2,0.3,1.31898352484707e-243,CD4+ naive T cell,CDC25B
RAN.1,5.14808464339931e-248,-0.346300265604799,0.541,0.641,1.77351515965106e-243,CD4+ naive T cell,RAN
NAA38.1,2.13559034966039e-247,-0.595344459601905,0.258,0.363,7.35710875458005e-243,CD4+ naive T cell,NAA38
GTF3C6.1,9.89428031860875e-247,-0.696812525059554,0.19,0.29,3.40857956976072e-242,CD4+ naive T cell,GTF3C6
PYURF.1,1.00014201151347e-246,-0.530830703967155,0.335,0.439,3.44548922966389e-242,CD4+ naive T cell,PYURF
NDUFA4,9.83196133049197e-246,-0.271104309013617,0.731,0.812,3.38711067835448e-241,CD4+ naive T cell,NDUFA4
B4GALT1,2.91767075321607e-245,-0.697003659319203,0.193,0.292,1.00513757448294e-240,CD4+ naive T cell,B4GALT1
CD28.1,6.66922443201966e-244,0.720333431872802,0.324,0.229,2.29754781683077e-239,CD4+ naive T cell,CD28
PHC3.1,1.5588579342604e-241,0.656399052446814,0.433,0.336,5.37026558352707e-237,CD4+ naive T cell,PHC3
SPTBN1.1,1.6353189845707e-241,0.695083913347897,0.382,0.285,5.63367390184605e-237,CD4+ naive T cell,SPTBN1
NDUFB8.1,2.91645641165863e-241,-0.401348344841947,0.492,0.59,1.0047192338164e-236,CD4+ naive T cell,NDUFB8
MRTFA,3.44518495097256e-241,0.799150825612545,0.261,0.171,1.18686621561005e-236,CD4+ naive T cell,MRTFA
DIAPH1.1,3.59260382654366e-241,-0.461194488798442,0.316,0.424,1.23765201824429e-236,CD4+ naive T cell,DIAPH1
PPM1G.1,1.07117050762676e-240,-0.556190544472959,0.276,0.379,3.69018239877418e-236,CD4+ naive T cell,PPM1G
UBAC2.1,1.46986280245446e-240,0.639719898530513,0.489,0.398,5.06367735445563e-236,CD4+ naive T cell,UBAC2
BCAP31.1,3.1843136568343e-240,-0.539897376718066,0.301,0.404,1.09699605477942e-235,CD4+ naive T cell,BCAP31
ZCCHC7.1,6.18476562039835e-240,0.639591923130449,0.458,0.359,2.13065175622723e-235,CD4+ naive T cell,ZCCHC7
SEPTIN9,2.46660860896113e-238,0.64895924919474,0.304,0.207,8.4974666578711e-234,CD4+ naive T cell,SEPTIN9
SH3BGRL.1,5.86848418750589e-238,-0.37216040117311,0.47,0.575,2.02169280259578e-233,CD4+ naive T cell,SH3BGRL
WWP1.1,7.38531608411258e-238,0.747668734681327,0.371,0.279,2.54424139097679e-233,CD4+ naive T cell,WWP1
NAA10.1,1.79983446375599e-237,-0.730931177027801,0.173,0.268,6.20042972763937e-233,CD4+ naive T cell,NAA10
TUBA4A.1,4.52671089638061e-237,-0.564412960543807,0.302,0.404,1.55945190380312e-232,CD4+ naive T cell,TUBA4A
NDUFA6.1,5.24513763425498e-237,-0.605647870066021,0.241,0.342,1.80694991500084e-232,CD4+ naive T cell,NDUFA6
ERH.1,3.77748031060178e-236,-0.406457268186151,0.421,0.525,1.30134196700231e-231,CD4+ naive T cell,ERH
CDC42,5.38351247656652e-235,-0.261297026944324,0.797,0.857,1.85462004817717e-230,CD4+ naive T cell,CDC42
SH3GLB1.1,1.10268284892379e-234,-0.579165080167777,0.217,0.318,3.79874241454247e-230,CD4+ naive T cell,SH3GLB1
TMEM245,1.80269830131492e-234,0.842045049631221,0.289,0.201,6.2102956480299e-230,CD4+ naive T cell,TMEM245
SRSF2.1,2.94004793873254e-234,-0.413620738383019,0.461,0.561,1.01284651489336e-229,CD4+ naive T cell,SRSF2
MYDGF.1,3.81460072765908e-234,-0.655161152818492,0.202,0.299,1.31412995067855e-229,CD4+ naive T cell,MYDGF
FBXO33.1,1.7899052085767e-233,0.77601250698424,0.324,0.235,6.16622344354674e-229,CD4+ naive T cell,FBXO33
PLCL2.1,3.8206778335734e-233,0.71757870760685,0.407,0.313,1.31622351366604e-228,CD4+ naive T cell,PLCL2
ZFAS1.1,1.47076282852439e-231,0.291628137490641,0.813,0.772,5.06677794426653e-227,CD4+ naive T cell,ZFAS1
TUBB.1,2.37186709359633e-231,-0.571093916778492,0.29,0.391,8.17108213743937e-227,CD4+ naive T cell,TUBB
CAMKMT,2.38322909478671e-231,0.769193905318369,0.303,0.212,8.21022423154022e-227,CD4+ naive T cell,CAMKMT
SNHG8.1,3.10339009868483e-231,0.410738485173571,0.655,0.578,1.06911788899693e-226,CD4+ naive T cell,SNHG8
SNRPG.1,7.50464878064939e-230,-0.384253187461247,0.438,0.541,2.58535150493371e-225,CD4+ naive T cell,SNRPG
POLR2K.1,1.36617209116902e-229,-0.591698390726151,0.24,0.34,4.70646285407729e-225,CD4+ naive T cell,POLR2K
PIK3CA,2.89253561279105e-229,0.810517692692452,0.293,0.204,9.96478518606517e-225,CD4+ naive T cell,PIK3CA
GSDMD.1,3.01096442541049e-229,-0.700221891990134,0.186,0.281,1.03727724455391e-224,CD4+ naive T cell,GSDMD
SCAND1.1,3.24889910889022e-229,-0.533497318266382,0.336,0.435,1.11924574301268e-224,CD4+ naive T cell,SCAND1
PITPNC1.1,3.91052570873023e-228,0.581186237231613,0.54,0.452,1.34717610665756e-223,CD4+ naive T cell,PITPNC1
SLC35F1,1.64775500263966e-227,0.759355186119715,0.27,0.183,5.67651598409364e-223,CD4+ naive T cell,SLC35F1
PSMA4.1,6.00148302964107e-227,-0.538554312854518,0.286,0.387,2.06751090371135e-222,CD4+ naive T cell,PSMA4
POLR2G.1,6.1051395831693e-226,-0.668582485190785,0.206,0.3,2.10322058640183e-221,CD4+ naive T cell,POLR2G
SPSB3.1,7.40937784076795e-226,-0.638440512602408,0.211,0.306,2.55253066614456e-221,CD4+ naive T cell,SPSB3
CAPZB.1,1.2988095374376e-225,-0.289743828671042,0.642,0.727,4.47439885647252e-221,CD4+ naive T cell,CAPZB
EIF4G2.1,3.60672864645014e-225,-0.363274547820555,0.497,0.596,1.24251801870207e-220,CD4+ naive T cell,EIF4G2
RAD51B,4.32989575332642e-225,0.780756563583219,0.294,0.204,1.49164908702095e-220,CD4+ naive T cell,RAD51B
GHITM.1,5.32897586684969e-225,-0.447419755375644,0.385,0.485,1.83583218612972e-220,CD4+ naive T cell,GHITM
ARIH1.1,1.13924233269487e-224,0.551346462223363,0.453,0.356,3.92468983613382e-220,CD4+ naive T cell,ARIH1
RBFOX2,2.93739812708775e-224,0.716367112163339,0.253,0.167,1.01193365478173e-219,CD4+ naive T cell,RBFOX2
PSMA5.1,3.16363540236535e-224,-0.436674216249195,0.367,0.468,1.08987239611486e-219,CD4+ naive T cell,PSMA5
SIGIRR.1,1.019992187402e-223,-0.515507969722833,0.327,0.427,3.51387308559988e-219,CD4+ naive T cell,SIGIRR
SOS2,2.29985850497109e-223,0.74897255432145,0.305,0.217,7.92301254962541e-219,CD4+ naive T cell,SOS2
NDUFB9.1,1.77036150634114e-222,-0.434455150291548,0.424,0.521,6.09889538934522e-218,CD4+ naive T cell,NDUFB9
HBS1L.1,1.1766399073296e-221,0.700254849574343,0.341,0.249,4.05352448075048e-217,CD4+ naive T cell,HBS1L
RNF19A,1.17383551986139e-220,-0.480967399220827,0.265,0.366,4.04386336592247e-216,CD4+ naive T cell,RNF19A
ATP5PF.1,5.09279106361785e-220,-0.370599458294169,0.506,0.601,1.75446652141635e-215,CD4+ naive T cell,ATP5PF
BTBD9.1,6.56138362406809e-219,0.619727636227603,0.358,0.261,2.26039665849146e-214,CD4+ naive T cell,BTBD9
IKZF3,8.64780612013263e-219,-0.418956571980307,0.37,0.473,2.97916920838569e-214,CD4+ naive T cell,IKZF3
TWF2.1,1.55899238401279e-218,-0.647782131293378,0.217,0.311,5.37072876292407e-214,CD4+ naive T cell,TWF2
VDAC1.1,1.99198492782854e-218,-0.625954761496916,0.194,0.288,6.86238807636931e-214,CD4+ naive T cell,VDAC1
HIGD2A.1,2.58559999066574e-218,-0.357473406105726,0.518,0.612,8.90739196784346e-214,CD4+ naive T cell,HIGD2A
LAMTOR1.1,1.07785127076657e-217,-0.499476509338555,0.323,0.42,3.71319762779083e-213,CD4+ naive T cell,LAMTOR1
UBE2I,1.4267566446146e-217,-0.422427307339538,0.384,0.483,4.91517664069731e-213,CD4+ naive T cell,UBE2I
S1PR4.1,2.94447923807096e-217,-0.542894493151517,0.311,0.407,1.01437309751544e-212,CD4+ naive T cell,S1PR4
C4orf3.1,1.54043852739314e-216,-0.357492747722314,0.532,0.625,5.30681072686938e-212,CD4+ naive T cell,C4orf3
PIP4K2A,3.12145327365854e-216,-0.350072681969725,0.506,0.606,1.07534065277537e-211,CD4+ naive T cell,PIP4K2A
RBM8A.1,6.33218949464647e-216,-0.445797787773287,0.368,0.467,2.18143928090571e-211,CD4+ naive T cell,RBM8A
POLR2F.1,5.25415425502101e-214,-0.608055889340598,0.214,0.308,1.81005614085474e-209,CD4+ naive T cell,POLR2F
DCTN3.1,5.33988387724863e-214,-0.560396653825484,0.25,0.346,1.83958999571215e-209,CD4+ naive T cell,DCTN3
TSPO.1,4.24759057879553e-213,-0.389803675645437,0.514,0.597,1.46329495439506e-208,CD4+ naive T cell,TSPO
KDM6A.1,1.07196524311981e-211,0.629625517030861,0.381,0.289,3.69292026254776e-207,CD4+ naive T cell,KDM6A
EPC2,3.67615800604679e-211,0.792213667650328,0.291,0.207,1.26643643308312e-206,CD4+ naive T cell,EPC2
MRPL41.1,9.65176176937639e-211,-0.569213391149026,0.258,0.353,3.32503192955016e-206,CD4+ naive T cell,MRPL41
VAMP2.1,6.03339937041879e-210,-0.34728535976451,0.586,0.675,2.07850608310927e-205,CD4+ naive T cell,VAMP2
RAP1B.1,1.02028839609409e-209,-0.298934410768171,0.758,0.818,3.51489352454413e-205,CD4+ naive T cell,RAP1B
EMC7.1,2.05391939565744e-207,-0.601675828449403,0.188,0.279,7.07575231803989e-203,CD4+ naive T cell,EMC7
PLEKHJ1.1,2.20150000134878e-207,-0.659995345629484,0.194,0.284,7.58416750464655e-203,CD4+ naive T cell,PLEKHJ1
ARHGAP30.1,2.38841280898715e-207,-0.472342608974019,0.34,0.436,8.22808212696073e-203,CD4+ naive T cell,ARHGAP30
RNF181.1,2.85048042919257e-207,-0.655533838161685,0.195,0.284,9.81990507856841e-203,CD4+ naive T cell,RNF181
ADD3.1,8.07187310416386e-207,0.421817946187075,0.655,0.578,2.78076028438445e-202,CD4+ naive T cell,ADD3
ZBTB7A.1,1.68115323917671e-206,-0.645259575514065,0.176,0.265,5.79157290896377e-202,CD4+ naive T cell,ZBTB7A
SENP7.1,6.09117055642698e-206,0.673903381375626,0.372,0.283,2.0984082566891e-201,CD4+ naive T cell,SENP7
KAT6A.1,2.72603861260589e-205,0.588933384532331,0.483,0.399,9.39120302042729e-201,CD4+ naive T cell,KAT6A
PCSK7.1,6.98624719843705e-205,-0.413694710849844,0.341,0.44,2.40676215986156e-200,CD4+ naive T cell,PCSK7
MCL1.1,8.32653992971546e-205,-0.468987073341639,0.4,0.494,2.86849300578698e-200,CD4+ naive T cell,MCL1
IER3IP1.1,3.3602376510655e-204,-0.632863772974471,0.199,0.289,1.15760187079206e-199,CD4+ naive T cell,IER3IP1
CPSF6.1,4.34980687397466e-204,0.660640471641187,0.379,0.294,1.49850846808427e-199,CD4+ naive T cell,CPSF6
ISG20.1,6.14455506269513e-204,-0.304409289110491,0.589,0.677,2.11679921909847e-199,CD4+ naive T cell,ISG20
ECH1.1,4.80099992070849e-203,-0.556571147239003,0.264,0.357,1.65394447268408e-198,CD4+ naive T cell,ECH1
COPS6.1,5.94521815974996e-202,-0.53773507056812,0.238,0.332,2.04812765603386e-197,CD4+ naive T cell,COPS6
TUT4.1,3.61963000401577e-201,0.539280503896166,0.517,0.432,1.24696253638343e-196,CD4+ naive T cell,TUT4
VPS13B.1,2.90609959649584e-200,0.589901851396022,0.406,0.313,1.00115131099282e-195,CD4+ naive T cell,VPS13B
EIF2S3.1,1.62389552867683e-199,0.403156684434014,0.607,0.525,5.59432009629166e-195,CD4+ naive T cell,EIF2S3
CAPN7,2.12681230190133e-199,0.710001554210791,0.298,0.216,7.32686838005009e-195,CD4+ naive T cell,CAPN7
RAB8A.1,1.00207440204621e-198,-0.602787980575977,0.197,0.286,3.45214631504919e-194,CD4+ naive T cell,RAB8A
CD27.1,1.25655573365793e-198,0.295300103669022,0.532,0.418,4.32883450245156e-194,CD4+ naive T cell,CD27
SPCS3.1,2.66343060688381e-198,-0.476377241403025,0.274,0.369,9.17551844071474e-194,CD4+ naive T cell,SPCS3
SHISA5.1,1.50351901842528e-197,-0.550386578856077,0.251,0.343,5.1796230184751e-193,CD4+ naive T cell,SHISA5
EEA1,1.67236929371117e-197,0.784687397432518,0.26,0.18,5.76131221683499e-193,CD4+ naive T cell,EEA1
TMEM204,2.24138987943957e-197,0.683462208494991,0.266,0.186,7.72158813466932e-193,CD4+ naive T cell,TMEM204
MTR.1,8.04459522069272e-197,0.718310200002821,0.317,0.233,2.77136305352864e-192,CD4+ naive T cell,MTR
GATA3,1.37035393150013e-196,-0.622842002448147,0.184,0.272,4.72086929401796e-192,CD4+ naive T cell,GATA3
PPP1R7.1,2.56792690652809e-196,-0.562203111334677,0.229,0.32,8.84650819298927e-192,CD4+ naive T cell,PPP1R7
ANAPC11.1,6.52720472958407e-196,-0.531314778445509,0.255,0.348,2.24862202934171e-191,CD4+ naive T cell,ANAPC11
KMT2C.1,9.11080838896898e-196,0.567309599405208,0.506,0.425,3.13867348999981e-191,CD4+ naive T cell,KMT2C
SS18L2.1,4.76893275021452e-195,-0.540418383408411,0.238,0.329,1.6428973324489e-190,CD4+ naive T cell,SS18L2
ARID1B.1,4.79815696228806e-195,0.508860246498145,0.603,0.526,1.65296507350824e-190,CD4+ naive T cell,ARID1B
SEM1.1,6.10956316619995e-195,-0.387482132629,0.391,0.487,2.10474451075588e-190,CD4+ naive T cell,SEM1
LAT.1,6.40308427237932e-195,-0.398592748924265,0.429,0.522,2.20586253183468e-190,CD4+ naive T cell,LAT
CANX.1,3.65412953030172e-194,-0.498536452113308,0.272,0.364,1.25884762318894e-189,CD4+ naive T cell,CANX
SECISBP2.1,3.70890821701344e-194,0.584385137067608,0.409,0.322,1.27771888076113e-189,CD4+ naive T cell,SECISBP2
WAS.1,7.90365642182833e-194,-0.508774310771744,0.287,0.377,2.72280963731986e-189,CD4+ naive T cell,WAS
ANKHD1.1,1.41518064378097e-193,0.604449142345661,0.366,0.278,4.87529731782544e-189,CD4+ naive T cell,ANKHD1
SDF4.1,1.5507144890064e-193,-0.692708375141191,0.167,0.251,5.34221141462706e-189,CD4+ naive T cell,SDF4
RPN2.1,5.6919912673356e-193,-0.483551141639071,0.279,0.371,1.96089099159711e-188,CD4+ naive T cell,RPN2
SRSF9,1.34545850958499e-192,-0.444038590576061,0.364,0.454,4.63510456552028e-188,CD4+ naive T cell,SRSF9
CD226.1,1.96626551730457e-192,-0.580495146036183,0.173,0.26,6.77378470711425e-188,CD4+ naive T cell,CD226
POLR2J.1,1.99975824817058e-191,-0.488057592856888,0.287,0.382,6.88916716494766e-187,CD4+ naive T cell,POLR2J
PSIP1.1,3.91116832661342e-191,0.408229981877662,0.605,0.53,1.34739748851832e-186,CD4+ naive T cell,PSIP1
LYST,2.20174968255053e-190,-0.666345648668576,0.177,0.26,7.58502765638657e-186,CD4+ naive T cell,LYST
TUBA1B.1,1.06009950055077e-189,-0.409776796302433,0.47,0.559,3.65204277939741e-185,CD4+ naive T cell,TUBA1B
LINC00623.1,2.77056286692948e-189,-0.465319024878447,0.338,0.429,9.54458907657206e-185,CD4+ naive T cell,LINC00623
CHD9,2.6150567776663e-188,-0.530357753831417,0.176,0.262,9.00887059906039e-184,CD4+ naive T cell,CHD9
KDM4C.1,3.59710938443644e-188,0.625214287478117,0.392,0.307,1.23920418293835e-183,CD4+ naive T cell,KDM4C
BUD31.1,6.90443862814889e-188,-0.546418853416893,0.25,0.339,2.37857910739729e-183,CD4+ naive T cell,BUD31
AAK1,6.92520890117212e-188,0.420130907650475,0.739,0.695,2.3857344664538e-183,CD4+ naive T cell,AAK1
MALT1.1,6.00448382188238e-187,0.66515554497935,0.342,0.26,2.06854467663848e-182,CD4+ naive T cell,MALT1
BUB3.1,6.19454078531438e-187,-0.461781247558076,0.327,0.419,2.1340193005408e-182,CD4+ naive T cell,BUB3
RPS19BP1.1,6.45430199766909e-187,-0.475810875843037,0.307,0.398,2.223507038197e-182,CD4+ naive T cell,RPS19BP1
FIS1.1,1.02468457361065e-186,-0.43445534337881,0.377,0.466,3.53003835608868e-182,CD4+ naive T cell,FIS1
PUM2.1,2.34839249777523e-186,0.581569677571917,0.426,0.34,8.09021215483568e-182,CD4+ naive T cell,PUM2
ZC3HAV1.1,2.95941174164216e-186,0.452300870254566,0.617,0.541,1.01951734499572e-181,CD4+ naive T cell,ZC3HAV1
SELENOF.1,9.98527295352802e-186,-0.332620717264335,0.438,0.534,3.4399265324904e-181,CD4+ naive T cell,SELENOF
TNRC6A.1,2.12554092899614e-185,0.605293063807876,0.394,0.31,7.3224885003917e-181,CD4+ naive T cell,TNRC6A
ADK.1,2.19300924371765e-185,0.629770366677338,0.4,0.316,7.55491684460731e-181,CD4+ naive T cell,ADK
EPB41L4A-AS1.1,3.75657055838278e-185,0.512675695052541,0.39,0.302,1.29413855736287e-180,CD4+ naive T cell,EPB41L4A-AS1
STUB1.1,1.07642293088434e-184,-0.557606736703742,0.247,0.334,3.70827699689654e-180,CD4+ naive T cell,STUB1
DDIT4.1,1.48065302095237e-184,-0.69922695564382,0.176,0.259,5.10084965718092e-180,CD4+ naive T cell,DDIT4
